2025-02-11 10:34:43.722570,23271.7
2025-02-11 10:34:43.724568,23271.65
2025-02-11 10:34:43.728566,23271.75
2025-02-11 10:34:43.732566,23271.45
2025-02-11 10:34:43.739566,23271.75
2025-02-11 10:34:43.747566,23270.95
2025-02-11 10:34:43.756565,23271.15
2025-02-11 10:34:43.761565,23271.95
2025-02-11 10:34:43.769570,23271.7
2025-02-11 10:34:43.780566,23271.8
2025-02-11 10:34:43.789568,23272.7
2025-02-11 10:34:43.794565,23272.3
2025-02-11 10:34:44.171765,23272.05
2025-02-11 10:34:44.666028,23272.15
2025-02-11 10:34:44.970900,23272.35
2025-02-11 10:34:45.932101,23271.3
2025-02-11 10:34:46.949930,23271.55
2025-02-11 10:34:46.991821,23271.1
2025-02-11 10:34:47.363355,23271.0
2025-02-11 10:34:48.329673,23270.2
2025-02-11 10:34:48.674298,23272.0
2025-02-11 10:34:49.609283,23272.4
2025-02-11 10:34:50.277360,23271.8
2025-02-11 10:34:50.564270,23272.85
2025-02-11 10:34:50.970475,23272.6
2025-02-11 10:34:51.765257,23271.85
2025-02-11 10:34:52.671222,23272.3
2025-02-11 10:34:53.075187,23272.8
2025-02-11 10:34:53.474854,23272.7
2025-02-11 10:34:54.273091,23272.45
2025-02-11 10:34:54.673619,23272.7
2025-02-11 10:34:55.119452,23272.5
2025-02-11 10:34:55.518984,23272.35
2025-02-11 10:34:56.283418,23272.25
2025-02-11 10:34:56.676072,23272.6
2025-02-11 10:34:57.082335,23272.85
2025-02-11 10:34:57.600061,23272.2
2025-02-11 10:34:57.880371,23272.25
2025-02-11 10:34:58.680914,23273.6
2025-02-11 10:34:59.076035,23272.75
2025-02-11 10:34:59.478050,23273.2
2025-02-11 10:34:59.877380,23272.8
2025-02-11 10:35:01.010509,23273.45
2025-02-11 10:35:01.937072,23272.95
2025-02-11 10:35:02.368101,23274.65
2025-02-11 10:35:02.532628,23272.8
2025-02-11 10:35:03.077525,23273.45
2025-02-11 10:35:03.472832,23273.1
2025-02-11 10:35:03.890190,23272.8
2025-02-11 10:35:04.679434,23272.65
2025-02-11 10:40:37.236538,23269.5
2025-02-11 10:40:37.536530,23270.15
2025-02-11 10:40:37.946250,23270.05
2025-02-11 10:40:38.341468,23270.55
2025-02-11 10:40:39.370854,23272.05
2025-02-11 10:40:39.540301,23272.5
2025-02-11 10:40:39.942191,23273.1
2025-02-11 10:40:40.734533,23272.75
2025-02-11 10:40:41.142586,23273.45
2025-02-11 10:40:41.581941,23274.5
2025-02-11 10:40:41.977792,23274.2
2025-02-11 10:40:42.888607,23273.3
2025-02-11 10:40:43.139130,23274.55
2025-02-11 10:40:43.552175,23273.0
2025-02-11 10:40:43.939625,23273.15
2025-02-11 10:40:45.144108,23272.05
2025-02-11 10:40:45.540546,23274.05
2025-02-11 10:40:45.948208,23273.2
2025-02-11 10:40:46.444923,23272.9
2025-02-11 10:40:47.143202,23273.3
2025-02-11 10:40:47.646342,23274.75
2025-02-11 10:40:48.887799,23275.45
2025-02-11 10:40:49.543208,23275.25
2025-02-11 10:40:50.085392,23275.5
2025-02-11 10:40:50.343440,23274.25
2025-02-11 10:40:51.243743,23274.05
2025-02-11 10:40:51.548394,23274.6
2025-02-11 10:40:52.043066,23274.95
2025-02-11 10:40:52.442114,23274.45
2025-02-11 10:40:53.143857,23276.5
2025-02-11 10:40:53.644268,23275.7
2025-02-11 10:40:53.943028,23275.55
